index	Bristow2014_filter	ClN/CLBs_filter	Wavepool_filter	Orlando2008_filter	Kelliher2016_filter	dlxjtk_sort	wavepool_alphabetical_sort	wp_1stper_r2
YME2	Bristow2014					1.13E+11		
SIW14	Bristow2014					4834110798		
BOP3	Bristow2014					16355474897		
OCA2	Bristow2014					3.31E+11		
FYV6	Bristow2014					16982007607		
PGA2	Bristow2014					12200340446		
DUG3	Bristow2014					2.83E+11		
MGS1	Bristow2014					1179012.533		
ADE12	Bristow2014					1.78E+12		
SIN4	Bristow2014					1.74E+12		
PFS2	Bristow2014					1.51E+12		
YOX1	Bristow2014		wavepool	Orlando2008		81.93803962	12	1
ARC35	Bristow2014					17254504250		
POP2	Bristow2014					1.20E+12		
PFA4	Bristow2014					1.60E+12		
CSI2	Bristow2014					1850.333661		
MDM38	Bristow2014					1.75E+12		
OPI10	Bristow2014					225383335.9		
SMC5	Bristow2014					51414848.56		
PSK2	Bristow2014					344681.7925		
NBA1	Bristow2014					1240074.915		
HRP1	Bristow2014					5207728381		
HRT1	Bristow2014					2.41E+11		
CTR9	Bristow2014					1.34E+12		
DBP5	Bristow2014					1.75E+12		
MSA1	Bristow2014					1588.763256		
LPX1	Bristow2014					74085.95771		
ARF3	Bristow2014					3.47E+11		
YOR097C	Bristow2014					1.62E+12		
AFI1	Bristow2014					25120124932		
PET123	Bristow2014					8.58E+11		
DCI1	Bristow2014					1.43E+11		
RCN2	Bristow2014					2486529393		
HEM4	Bristow2014					1.55E+11		
SNF2	Bristow2014					3.37E+11		
YOR296W	Bristow2014					9.86E+11		
SFG1	Bristow2014					31577.83854		
FAA1	Bristow2014					75847231.14		
ULP1	Bristow2014					3.26E+11		
SGF11	Bristow2014					1.57E+12		
LGE1	Bristow2014					1.66E+12		
PDR12	Bristow2014					1.03E+11		
BRO1	Bristow2014					8.52E+11		
GLR1	Bristow2014					5.49E+11		
MRP51	Bristow2014					1.62E+12		
COX11	Bristow2014					47206976299		
RDS2	Bristow2014					1.16E+12		
POC4	Bristow2014					1.03E+12		
AIM44	Bristow2014					12186.51573		
SRP72	Bristow2014					1.78E+12		
THI6	Bristow2014					172920005.9		
FLC1	Bristow2014					2668101139		
YPL225W	Bristow2014					2.98E+11		
EAF3	Bristow2014					1.72E+12		
CCL1	Bristow2014					1.30E+12		
YPR063C	Bristow2014					3262567280		
ISA2	Bristow2014					1.55E+12		
ASN1	Bristow2014					1.77E+12		
NCA2	Bristow2014					5.52E+11		
BSP1	Bristow2014					1.71E+12		
PRP4	Bristow2014					2.27E+11		
DPM1	Bristow2014					13766029794		
YAL016C-B				Orlando2008				
GCV3				Orlando2008		35136429		
PAU7				Orlando2008		1.49E+11		
UIP3				Orlando2008		5.31E+11		
YAR029W				Orlando2008		1.39E+12		
MST28				Orlando2008		8.95E+11		
PHO11				Orlando2008				
IMD1				Orlando2008				
PDR3				Orlando2008		2.17E+11		
YBL005W-A				Orlando2008				
ACH1				Orlando2008		6.95E+11		
APN2				Orlando2008		8234082815		
PIM1				Orlando2008		914006075.3		
YBL029W				Orlando2008		1.21E+12		
SAS3				Orlando2008		79824966648		
SHP1				Orlando2008		9218898577		
ATG8				Orlando2008		4817483.219		
ALG3				Orlando2008		1.00E+12		
YBL111C				Orlando2008				
YBL112C				Orlando2008				
YBL113C				Orlando2008				
GAL7				Orlando2008		26770118.89		
ETR1				Orlando2008		23759291.81		
FAT1				Orlando2008		6.32E+11		
ZTA1				Orlando2008		49384.48391		
YBR053C				Orlando2008		525492.0377		
YRO2				Orlando2008		704753.4595		
AKL1				Orlando2008		5834598351		
TIP1				Orlando2008		29717060.44		
TEC1				Orlando2008		16407987447		
PHO3				Orlando2008		15479242.64		
PHO5				Orlando2008		29940971.97		
SIF2				Orlando2008		7.20E+11		
TPS1				Orlando2008		10731873.23		
DTR1				Orlando2008		1.77E+12		
YPC1				Orlando2008		847720226		
PCH2				Orlando2008		1.62E+12		
DER1				Orlando2008		1.73E+12		
SDS24				Orlando2008		3184569.149		
SHG1				Orlando2008		1.48E+12		
TSC10				Orlando2008		1.32E+12		
HSM3				Orlando2008		1.44E+12		
CTP1				Orlando2008		242332.7241		
PCA1				Orlando2008		2.26E+11		
PHO89				Orlando2008		6.93E+11		
AGP1				Orlando2008		1.13E+11		
LSB5				Orlando2008		1.44E+11		
GLK1				Orlando2008		251707.5614		
CHA1				Orlando2008		31152989.61		
CIT2				Orlando2008		8817040.192		
MAK32				Orlando2008		1.53E+12		
HSP30				Orlando2008		4.70E+11		
SNT1				Orlando2008		1.58E+12		
IMG1				Orlando2008		3.67E+11		
TAH1				Orlando2008		5799408210		
CPR4				Orlando2008		1.29E+11		
SSK22				Orlando2008		5.95E+11		
ERS1				Orlando2008		36575144567		
CDC39				Orlando2008		1.50E+12		
YCR099C				Orlando2008		7.72E+11		
AAD3				Orlando2008				
RPT2				Orlando2008		1735449147		
OSH2				Orlando2008		4064992209		
GPD1				Orlando2008		146005324.6		
YDL057W				Orlando2008		2.08E+11		
RPN6				Orlando2008		3455615451		
BUG1				Orlando2008		1.56E+12		
ATG20				Orlando2008		289184632.3		
SNA4				Orlando2008		6841600336		
YDL124W				Orlando2008		477088.8828		
RPP1B				Orlando2008		1.78E+12		
STF1				Orlando2008		4789546.003		
ATG9				Orlando2008		7.88E+11		
MSH5				Orlando2008		12893614498		
DHH1				Orlando2008		5.91E+11		
SFA1				Orlando2008		11071306482		
DLD2				Orlando2008		9193484802		
PCL9				Orlando2008		6374.899133		
INH1				Orlando2008		46187694.56		
UGA4				Orlando2008		6316659036		
WHI4				Orlando2008		1.73E+12		
HO				Orlando2008		135.7970233		
RAD57				Orlando2008		1.36E+12		
YDR018C				Orlando2008		868849891.5		
GCV1				Orlando2008		87269.03856		
YDR034C-A				Orlando2008		6501684.929		
YDR042C				Orlando2008		2268496062		
PST1				Orlando2008		5466.508736		
TPS2				Orlando2008		6436400823		
VPS41				Orlando2008		1.69E+12		
KIN1				Orlando2008		30214551789		
RGP1				Orlando2008		1.31E+12		
RUB1				Orlando2008		1.21E+12		
HSP42				Orlando2008		919561.4201		
CSN9				Orlando2008		365255737		
PLP1				Orlando2008		19322022978		
SLY1				Orlando2008		1.24E+12		
RVB1				Orlando2008		1.40E+12		
HST4				Orlando2008		52526696.82		
COQ4				Orlando2008		19957244.81		
GCD6				Orlando2008		1.74E+12		
ADR1				Orlando2008		390817512.5		
SPR28				Orlando2008		4.60E+11		
YDR222W				Orlando2008		78368397.39		
LYS4				Orlando2008		686932753		
YDR239C				Orlando2008		1.73E+12		
YDR248C				Orlando2008		14638128715		
MET32				Orlando2008		1.55E+11		
HSP78				Orlando2008		57102805.73		
CCC2				Orlando2008		185429713.8		
PMP3				Orlando2008		844234317.5		
RNH202				Orlando2008		92426888.6		
PHM6				Orlando2008		2337149708		
CPR5				Orlando2008		1.73E+12		
UBX5				Orlando2008		5273953753		
SVF1				Orlando2008		1.37E+12		
GGA1				Orlando2008		10379710107		
YPR1				Orlando2008		664214069		
ARO10				Orlando2008		635.1834378		
HPT1				Orlando2008		16315506.53		
TRS120				Orlando2008		1.74E+12		
SNX41				Orlando2008		7.56E+11		
PPM1				Orlando2008		179056142.9		
PHO8				Orlando2008		307671432.5		
VPS52				Orlando2008		1.81E+11		
IZH1				Orlando2008		654840612.2		
SAM2				Orlando2008		40208022347		
EMI1				Orlando2008		4472548.316		
EMI2				Orlando2008		31554789778		
FIT1				Orlando2008		1.14E+11		
YDR541C				Orlando2008		70667856595		
UBC8				Orlando2008		480737464.5		
CYC7				Orlando2008		8200305.617		
IES6				Orlando2008		1.31E+12		
SOM1				Orlando2008		3662850.907		
PRB1				Orlando2008		13589857.63		
NPR2				Orlando2008		55642554758		
SIT1				Orlando2008		5051324.124		
HPA3				Orlando2008		738213700.6		
HXT13				Orlando2008				
DLD3				Orlando2008		6766063.164		
YEL076C				Orlando2008				
YEL076C-A				Orlando2008				
TIR1				Orlando2008		1.38E+11		
PHM8				Orlando2008		18718061.4		
SPO73				Orlando2008		1.49E+11		
YER053C-A				Orlando2008		1.36E+11		
YER079W				Orlando2008		16570642969		
SER3				Orlando2008		6009678350		
SHC1				Orlando2008		11363633193		
SCS2				Orlando2008		1.78E+12		
MAG1				Orlando2008		2303161.075		
SPI1				Orlando2008		7.277945228		
YER158C				Orlando2008		1021534.187		
GRX4				Orlando2008		2.85E+11		
HSP12				Orlando2008		7.277945228		
GAT1				Orlando2008		17284559.1		
GYP8				Orlando2008		2.74E+11		
SNZ3				Orlando2008				
SNO3				Orlando2008				
YFL064C				Orlando2008				
YFL065C				Orlando2008				
YPI1				Orlando2008		593121113.5		
FAB1				Orlando2008		1.38E+12		
ERJ5				Orlando2008		20019950793		
YMR31				Orlando2008		1.71E+12		
ERG26				Orlando2008		23756393287		
PMC1				Orlando2008		37292030187		
YGL006W-A				Orlando2008		6690994351		
PMA1				Orlando2008		1.78E+12		
PUF4				Orlando2008		1.39E+12		
AGA2				Orlando2008		188439156.4		
PNC1				Orlando2008		23083.33434		
YGL041C-B				Orlando2008		6.75E+11		
ALG13				Orlando2008		692186737.4		
OLE1				Orlando2008		16857776.49		
SGF73				Orlando2008		1.52E+11		
YGL081W				Orlando2008		162944014.7		
YGL082W				Orlando2008		53808813678		
SCY1				Orlando2008		5.81E+11		
MF(ALPHA)2				Orlando2008		9025252250		
LIF1				Orlando2008		94018413698		
LSG1				Orlando2008		1.46E+12		
VPS73				Orlando2008		539640680.4		
YGL117W				Orlando2008		22296756832		
HUL5				Orlando2008		21985456936		
INO80				Orlando2008		1.77E+12		
YGL159W				Orlando2008		2.28E+11		
YRB30				Orlando2008		4.38E+11		
SAE2				Orlando2008		7880640599		
TOS3				Orlando2008		489973235.3		
STR3				Orlando2008		3250156281		
VAM7				Orlando2008		7.66E+11		
SAP4				Orlando2008		777221008.3		
KAP114				Orlando2008		3.86E+11		
VEL1				Orlando2008		1.73E+12		
YGR016W				Orlando2008		1.59E+12		
MTL1				Orlando2008		80684779118		
RME1				Orlando2008		24797.605		
UFD1				Orlando2008		4447689922		
TWF1				Orlando2008		44368841675		
PIL1				Orlando2008		86780952.86		
PDC6				Orlando2008		129145918		
NNF2				Orlando2008		1.45E+12		
YGR130C				Orlando2008		421735723.3		
TPO2				Orlando2008		39782.99195		
CBP4				Orlando2008		1.53E+11		
YGR201C				Orlando2008		16281203164		
PCT1				Orlando2008		21607833432		
PHB2				Orlando2008		8911533896		
CPD1				Orlando2008		1339944373		
RIM4				Orlando2008		3.56E+11		
ECM29				Orlando2008		730016.2763		
MUP3				Orlando2008		29272842144		
YHL044W				Orlando2008		2039455834		
YSC84				Orlando2008		323952537.5		
YHR033W				Orlando2008		1601310.786		
MSC7				Orlando2008		41233899317		
GRE3				Orlando2008		2152655.236		
ARO9				Orlando2008		20498.42474		
YHR138C				Orlando2008		1362867.105		
SCH9				Orlando2008		2.25E+11		
YHR213W-A				Orlando2008		8929845942		
BET1				Orlando2008		1.18E+11		
EPS1				Orlando2008		1.28E+12		
FIS1				Orlando2008		1.75E+12		
RPN2				Orlando2008		3289112950		
CSM2				Orlando2008		1217357468		
VHS2				Orlando2008		1.23E+12		
UBP7				Orlando2008		61110649102		
SUC2				Orlando2008		1.41E+12		
NIT1				Orlando2008		1.31E+12		
VTH1				Orlando2008				
MET28				Orlando2008		2.31E+11		
DAL81				Orlando2008		1.22E+12		
LYS1				Orlando2008		31311721.75		
HYR1				Orlando2008		1996862166		
GTT1				Orlando2008		116640.566		
CYR1				Orlando2008		62268224.49		
SNX4				Orlando2008		19445693748		
UBX6				Orlando2008		42221.10248		
TDH1				Orlando2008		1.58E+12		
NUP82				Orlando2008		1.26E+12		
MPM1				Orlando2008		43754765544		
YJL070C				Orlando2008		5579093019		
PRY3				Orlando2008		10304.3157		
PRY1				Orlando2008		7349.582221		
TRL1				Orlando2008		5.49E+11		
MRPL49				Orlando2008		1.28E+12		
NIT2				Orlando2008		1.11E+12		
PBS2				Orlando2008		1.66E+12		
YAK1				Orlando2008		89091780721		
IDS2				Orlando2008		6.04E+11		
FBP26				Orlando2008		1.40E+12		
TPK1				Orlando2008		168931456.6		
ECM25				Orlando2008		70274931595		
YJL213W				Orlando2008		150973620.2		
SAG1				Orlando2008		5.91E+11		
BNA1				Orlando2008		62074.27263		
CDC8				Orlando2008		48718566321		
OPI3				Orlando2008		294673.2884		
STE18				Orlando2008		2.55E+11		
IME1				Orlando2008		44390831330		
JJJ3				Orlando2008		2541689995		
BAT2				Orlando2008		76340668360		
AAD10				Orlando2008		3284608334		
MET14				Orlando2008		4462073279		
AUR1				Orlando2008		8.98E+11		
CAP1				Orlando2008		35574628437		
HCS1				Orlando2008		1.72E+12		
MAE1				Orlando2008		14791699.62		
YKL068W-A				Orlando2008		3.18E+11		
GFA1				Orlando2008		1.44E+11		
HAP4				Orlando2008		19648431.63		
PRR1				Orlando2008		1308310397		
PIR1				Orlando2008		17907.16524		
KKQ8				Orlando2008		61330520577		
ZRT3				Orlando2008		1.78E+12		
MST1				Orlando2008		3.91E+11		
UBA1				Orlando2008		192777243.4		
SRY1				Orlando2008		3708213838		
MEH1				Orlando2008		1.22E+12		
VPS51				Orlando2008		1.53E+12		
YKR041W				Orlando2008		6.88E+11		
GPT2				Orlando2008		17705542250		
ECM4				Orlando2008		238705.0322		
OMA1				Orlando2008		1.53E+12		
SRL3				Orlando2008		2.30E+11		
PTR2				Orlando2008		2.86E+11		
YKR104W				Orlando2008		405168454.2		
YEH1				Orlando2008		190226659.5		
HSP104				Orlando2008		32764650.87		
SDH2				Orlando2008		55510243.96		
FRE6				Orlando2008		7.52E+11		
MHT1				Orlando2008		41652447.92		
YLL066W-B				Orlando2008				
SSK1				Orlando2008		8.21E+11		
LOT6				Orlando2008		1.77E+12		
SMF3				Orlando2008		8.10E+11		
MLH2				Orlando2008		1.76E+12		
YLR046C				Orlando2008		1.14E+11		
FRE8				Orlando2008		53514421588		
SHM2				Orlando2008		16928422790		
SIC1				Orlando2008		88827.16107		
EMP46				Orlando2008		509633443.7		
MSL5				Orlando2008		1.78E+12		
SRN2				Orlando2008		1.41E+12		
TIS11				Orlando2008		6123049.957		
PUT1				Orlando2008		1.42E+11		
PCD1				Orlando2008		16610644998		
RNH203				Orlando2008		91462468.95		
YLR154C-H				Orlando2008				
YLR154W-E				Orlando2008				
YLR162W				Orlando2008		4028308849		
RFX1				Orlando2008		4.38E+11		
HMX1				Orlando2008		3848075.719		
CRR1				Orlando2008		4606004151		
FRE1				Orlando2008		446207338.2		
MSC3				Orlando2008		1.47E+11		
THI7				Orlando2008		39513328.64		
CDD1				Orlando2008		7.54E+11		
SYM1				Orlando2008		611637.8632		
YLR264C-A				Orlando2008		7981940539		
DCS1				Orlando2008		202505.4597		
ECI1				Orlando2008		2.98E+11		
YLR285C-A				Orlando2008		734432.2908		
SEC72				Orlando2008		1.73E+12		
YLR297W				Orlando2008		37957587102		
EST2				Orlando2008		2.84E+11		
PEX30				Orlando2008		403338309		
NUP2				Orlando2008		1.51E+12		
VAC14				Orlando2008		12787021002		
ATG23				Orlando2008		1.05E+12		
YLR446W				Orlando2008		1.12E+12		
YLR456W				Orlando2008		1.06E+12		
PAU4				Orlando2008				
YLR466C-B				Orlando2008				
YML003W				Orlando2008		1.26E+12		
RRN11				Orlando2008		1.16E+11		
YML083C				Orlando2008		1.66E+12		
RPM2				Orlando2008		214176839.3		
TSL1				Orlando2008		1090645230		
COQ5				Orlando2008		30674698671		
NAB6				Orlando2008		9.74E+11		
YML131W				Orlando2008		225894.3169		
PLB2				Orlando2008		267158074.2		
HXT2				Orlando2008		1355661086		
RSF1				Orlando2008		1.33E+12		
STV1				Orlando2008		9.74E+11		
RNA14				Orlando2008		8.32E+11		
UBX4				Orlando2008		1.59E+11		
YMR090W				Orlando2008		70.6979109		
SNZ1				Orlando2008		3244650460		
ASC1				Orlando2008		1.78E+12		
SAS2				Orlando2008		20597869082		
JLP2				Orlando2008		61124199202		
YIM1				Orlando2008		14888421704		
DDR48				Orlando2008		175744.4659		
YMR175W-A				Orlando2008		45152889723		
YMR181C				Orlando2008		5.13E+11		
SSO2				Orlando2008		1.36E+12		
GCV2				Orlando2008		69629.02909		
TRS130				Orlando2008		1.76E+12		
ERG8				Orlando2008		63717232081		
YMR226C				Orlando2008		42649549280		
ZRC1				Orlando2008		1.78E+12		
YMR253C				Orlando2008		5946036852		
YMR262W				Orlando2008		7.01E+11		
RRN9				Orlando2008		4.26E+11		
YKU70				Orlando2008		4.02E+11		
YMR295C				Orlando2008		44687560150		
ADE4				Orlando2008		2.34E+11		
UBP15				Orlando2008		13522827181		
FET4				Orlando2008		291962.9179		
PBI2				Orlando2008		706764.1036		
KTR5				Orlando2008		9.01E+11		
YNL033W				Orlando2008				
NCE103				Orlando2008		1243428.304		
IDH1				Orlando2008		26664446088		
BDP1				Orlando2008		6.92E+11		
YNL046W				Orlando2008		222302.0609		
MSG5				Orlando2008		2.13E+11		
AQR1				Orlando2008		110969597.3		
MLF3				Orlando2008		1.19E+12		
PMS1				Orlando2008		162955.342		
NST1				Orlando2008		1.58E+12		
OCA1				Orlando2008		1.57E+12		
MET4				Orlando2008		25503136267		
YNL134C				Orlando2008		4823706.223		
AAH1				Orlando2008		69637943170		
YNL146C-A				Orlando2008		140073.0165		
MDG1				Orlando2008		377785.1024		
YNL194C				Orlando2008		6.95E+11		
SPS19				Orlando2008		36102269321		
YNL208W				Orlando2008		1349528.505		
RAP1				Orlando2008		9.29E+11		
SSU72				Orlando2008		7.22E+11		
PDR16				Orlando2008		2.93E+11		
ZWF1				Orlando2008		6556290.745		
RAD50				Orlando2008		2.94E+11		
PIK1				Orlando2008		1.78E+12		
ALP1				Orlando2008		25248932007		
MET2				Orlando2008		3.28E+11		
YNL277W-A				Orlando2008		1.19E+11		
TOS6				Orlando2008		10.33693847		
YPT11				Orlando2008		7301327564		
MCK1				Orlando2008		4.73E+11		
FIG4				Orlando2008		28246492367		
MDJ2				Orlando2008		7.41E+11		
AAD14				Orlando2008		29410960668		
ATG3				Orlando2008		1.32E+12		
ARE2				Orlando2008		1154381869		
SOL1				Orlando2008		72502141699		
LYS9				Orlando2008		4844718374		
FRE4				Orlando2008		728743859.5		
PLB3				Orlando2008		13081797099		
YOL013W-B				Orlando2008				
YOL014W				Orlando2008		6040642759		
CMK2				Orlando2008		876525674.2		
TOS7				Orlando2008				
MSE1				Orlando2008		1.65E+12		
PRE6				Orlando2008		20422557804		
ARG1				Orlando2008		8764855111		
GPD2				Orlando2008		20216903140		
MAM3				Orlando2008		1.14E+11		
COQ3				Orlando2008		2.09E+11		
IZH4				Orlando2008		5789842.69		
WSC3				Orlando2008		7.97E+11		
INO4				Orlando2008		4.13E+11		
GRE2				Orlando2008		7912384802		
FRE7				Orlando2008		5477992.227		
HXT11				Orlando2008		1.46E+11		
ENB1				Orlando2008		42969716167		
TIR4				Orlando2008		58428631091		
ERP4				Orlando2008		13877618143		
CIN5				Orlando2008		2.69E+11		
AKR2				Orlando2008		1.25E+12		
PEP12				Orlando2008		11287071505		
YOR072W-B				Orlando2008		1.58E+12		
UFE1				Orlando2008		4.52E+11		
OST3				Orlando2008		1.14E+12		
NUP1				Orlando2008		1.68E+12		
YOR111W				Orlando2008		5.10E+11		
TRS33				Orlando2008		3.86E+11		
UBP2				Orlando2008		6884308229		
YOR131C				Orlando2008		1.27E+12		
VPS17				Orlando2008		1.33E+12		
HEM15				Orlando2008		24320105620		
GSP2				Orlando2008		332.6624325		
PEX27				Orlando2008		1.11E+12		
TOA1				Orlando2008		8.99E+11		
WTM1				Orlando2008		1627285.98		
YOR238W				Orlando2008		2456856505		
SSP2				Orlando2008		35390744498		
CLP1				Orlando2008		1.74E+12		
HNT3				Orlando2008		3.42E+11		
RPN8				Orlando2008		82897933993		
YOR268C				Orlando2008		2.09E+11		
YOR289W				Orlando2008		74196.62649		
MUM3				Orlando2008		1.64E+12		
MCH5				Orlando2008		16498612594		
YOR316C-A				Orlando2008		609163278.5		
PYK2				Orlando2008		2.56E+11		
MEK1				Orlando2008		1.69E+12		
ALD4				Orlando2008		5.039646431		
FIT2				Orlando2008		11493.57054		
FRE5				Orlando2008		1984482264		
YOR394C-A				Orlando2008		1.65E+12		
ULA1				Orlando2008		39951050307		
LSP1				Orlando2008		323586.3465		
AEP3				Orlando2008		1.92E+11		
MET12				Orlando2008		1.50E+12		
RMI1				Orlando2008		1099807958		
ALD6				Orlando2008		14180283805		
UBP16				Orlando2008		1.29E+12		
GCR1				Orlando2008		3.48E+11		
SEC16				Orlando2008		1.46E+12		
YPL088W				Orlando2008		65885317.41		
ISU1				Orlando2008		5108791427		
PEP4				Orlando2008		1707416.554		
TGS1				Orlando2008		1.84E+11		
CDC60				Orlando2008		1.78E+12		
MRPL40				Orlando2008		1.67E+12		
GUP2				Orlando2008		20525496906		
PRM3				Orlando2008		1.62E+12		
TPK2				Orlando2008		180005616.1		
YPL216W				Orlando2008		1.73E+11		
MMT2				Orlando2008		1.57E+12		
SSO1				Orlando2008		5.40E+11		
HSP82				Orlando2008		328972518.7		
HUT1				Orlando2008		1.78E+12		
YPL247C				Orlando2008		3.52E+11		
GYP5				Orlando2008		921359353.9		
DIP5				Orlando2008		1095738.431		
ICL2				Orlando2008		59924951581		
DSS4				Orlando2008		3.92E+11		
ERV2				Orlando2008		1.77E+12		
OPY2				Orlando2008		5350058027		
YPR078C				Orlando2008		40424934242		
SYT1				Orlando2008		1.67E+12		
YPR097W				Orlando2008		1.76E+12		
FHL1				Orlando2008		4.11E+11		
ISR1				Orlando2008		47050002.37		
CTR1				Orlando2008		1030388.71		
TAZ1				Orlando2008		1.07E+11		
HDA3				Orlando2008		7.77E+11		
ETS1-1								
ETS1-2								
ETS2-1								
ETS2-2								
HRA1								
ICR1								
IRT1								
ITS1-1								
ITS1-2								
ITS2-1								
ITS2-2								
LSR1								
NME1								
PWR1								
Q0010								
Q0017								
Q0020								
Q0032								
COX1								
AI1								
AI2								
AI3								
AI4								
AI5_ALPHA								
AI5_BETA								
ATP8								
ATP6								
Q0092								
COB								
BI2								
BI3								
BI4								
OLI1								
VAR1								
Q0142								
Q0143								
Q0144								
Q0158								
SCEI								
Q0182								
COX2								
Q0255								
COX3								
Q0285								
Q0297								
RDN18-1								
RDN18-2								
RDN25-1								
RDN25-2								
RDN37-1								
RDN37-2								
RDN5-1								
RDN5-2								
RDN5-3								
RDN5-4								
RDN5-5								
RDN5-6								
RDN58-1								
RDN58-2								
RME2								
RME3								
RNA170								
RPR1								
RUF20								
RUF21								
RUF22								
RUF23								
RUF5-1								
RUF5-2								
SCR1								
SRG1								
TFC3						1.35E+12		
VPS8						1.71E+12		
EFB1						1.78E+12		
YAL004W								
SSA1						1197019821		
FUN14						5462928920		
MDM10						1.71E+12		
SWC3						7.73E+11		
CYS3						9.41E+11		
DEP1						4.53E+11		
SYN8						1.17E+12		
NTG1						3.25E+11		
YAL016C-A								
PSK1						7328064822		
LDS1								
FUN30						1.06E+12		
YAL019W-A								
ATS1						1.57E+12		
CCR4						1.70E+12		
FUN26						6.95E+11		
MAK16						5.43E+11		
DRS2						1.61E+12		
YAL026C-A								
SAW1						1.66E+12		
FRT2						58116881527		
SNC1						5885218163		
GIP4						1.64E+12		
YAL031W-A								
PRP45						1.78E+12		
POP5						6.95E+11		
FUN19						1.07E+12		
YAL034C-B								
FUN12						1.78E+12		
RBG1						1.61E+12		
YAL037C-A						2.05E+11		
YAL037C-B								
YAL037W						8.79E+11		
CDC19						1.78E+12		
CYC3						1.76E+11		
YAL042C-A								
ERV46						1.78E+12		
PTA1						1.66E+12		
BOL1								
YAL045C								
BOL3								
YAL047W-A								
GEM1						3.66E+11		
AIM2						1.58E+11		
OAF1						1.44E+12		
ACS1						9.10E+11		
YAL056C-A								
GPB2						1.51E+12		
YAL059C-A								
ECM1						6330844359		
BDH1						4.77E+11		
BDH2						420908.5219		
GDH3						1.68E+12		
FLO9								
YAL063C-A						3.37E+11		
TDA8						1.23E+12		
YAL064W						1.53E+12		
YAL064W-B						1.78E+12		
YAL065C						1.78E+12		
YAL066W								
SEO1						9.44E+11		
YAL067W-A						1.64E+12		
PAU8								
YAL068W-A								
YAL069W								
YAR009C								
YAR010C								
BUD14						1.76E+12		
ADE1						224699150.4		
YAR019W-A								
YAR023C						1.78E+12		
YAR028W						54095254271		
YAR030C								
PRM9						1.64E+12		
YAR035C-A						1.31E+12		
SWH1						1.23E+11		
YAR047C								
FLO1						1.53E+12		
YAR053W								
YAR060C								
YAR061W								
YAR064W								
YAR066W								
YAR068W						1.26E+12		
YAR069C								
YAR070C								
YAR075W								
ECM15						1930167106		
UTP20						74544997813		
YBL005W-B								
LDB7						1.36E+12		
YBL006W-A								
SLA1						9.30E+11		
YBL008W-A						8.92E+11		
LAA2								
SCT1						2.44E+11		
YBL012C								
FMT1						1.16E+12		
RRN6						9.75E+11		
FUS3						6.17E+11		
PEP1						1.36E+12		
POP8						17682563777		
HAP3						1.56E+12		
NCL1						9.19E+11		
LSM2						1.77E+12		
RPL19B								
YBL028C						38312127463		
YBL029C-A						1.19E+12		
PET9						1.76E+12		
RIB1						1.61E+12		
YBL036C						9.91E+11		
MRPL16						1.76E+12		
URA7						1.60E+12		
YBL039C-A								
MIN6								
ERD2						1.78E+12		
PRE7						1.21E+11		
FUI1						49115224693		
ECM13						163345951.5		
YBL044W						4.62E+11		
COR1						6.10E+11		
PSY4						2.44E+11		
RRT1								
MOH1						1.71E+12		
SEC17						9.63E+11		
PIN4						1.88E+11		
YBL053W								
TOD6						2388921384		
YBL055C						73008134191		
PTC3						1.44E+12		
PTH2						1.46E+12		
CMC2						1.38E+12		
IAI11								
YEL1						54599061775		
YBL062W								
YBL065W								
SEF1						84633891243		
PRS4						1.63E+12		
YBL068W-A								
YBL070C								
YBL071C								
KTI11						2.28E+11		
RPS8A								
YBL073W								
AAR2						1.33E+12		
SSA3						8.40E+11		
ILS1						1.78E+12		
YBL077W								
NUP170						1.70E+12		
PET112						1.27E+12		
YBL083C								
YBL086C						1.70E+12		
RPL23A								
AVT5						1.69E+12		
MRP21						2.33E+11		
MAP2						1.43E+12		
SCS22						1.18E+11		
RPL32						1.78E+12		
ROX3						1.12E+12		
YBL094C								
MRX3								
YBL096C								
BNA4						13029946202		
ATP1						1.78E+12		
YBL100C								
YBL100W-A								
YBL100W-B								
YBL100W-C						1.07E+12		
ECM21						6.51E+11		
SFT2						1.78E+12		
RTG3						1.47E+12		
SEA4						1.46E+12		
SRO77						65658022501		
MIX23								
YBL107W-A								
PAU9								
YBL108W								
YBL109W								
YBL113W-A								
NTH2						20091593796		
RER2						1.64E+12		
COQ1						84252886539		
GPI18						1.46E+12		
RCR1						9.92E+11		
UGA2						9271151175		
IPP1						1.78E+12		
YBR012C								
YBR012W-A								
YBR012W-B								
YBR013C						595332857.1		
GRX7						1.25E+11		
YBR016W						7657836178		
GAL10						543993527.4		
GAL1						9585862401		
FUR4						3.96E+11		
POA1						2.74E+11		
SCO2						1.06E+11		
OLA1						1.78E+12		
YBR027C								
YPK3						1.58E+12		
CDS1						1.61E+12		
RKM3						1.58E+12		
RPL4A								
YBR032W								
EDS1						5844037853		
HMT1						1.78E+12		
PDX3						8.75E+11		
CSG2						1.78E+12		
SCO1						63294993177		
ATP3						3.73E+11		
FIG1						1.75E+12		
CST26						22960170028		
QDR3						6.02E+11		
GIP1						258366732.8		
FMP23						378163.1385		
RPS11B								
REG2						8.14E+11		
YBR051W								
RFS1						1795077826		
PRP6						62482472383		
YBR056C-B								
MRX18								
MNC1								
MUM2						1.60E+12		
UBP14						1.39E+12		
TSC3						1.40E+12		
TRM7						7.78E+11		
YBR062C						15421419251		
CNM1								
YBR064W								
ECM2						1.28E+12		
